merchant_id,date,product,weekly_total_price,weekly_total_discount_price,weekly_total_discounts,merchant_name,merchant_area,category,display,description,total_orders,total_revenue,average_discount,most_ordered_item,least_ordered_item
M080,2024-07-21,"Loyang Mini Mix Bosgil, Loyang Sedang Mix Bosgil, Ayam Bosgil Paha Perpotong, Paket Beli 2 Lebih Murah Bosgil, Loyang Besar Mix Bosgil, Ayam Bosgil Paha Perpotong, Es Teh Bos, Loyang Besar Kambing Bosgil, Loyang Besar Mix Bosgil, Kambing Bosgil Perpotong, Loyang Sedang Ayam Bosgil, Seprite, Coca Cola",2395000.0,0.0,0,"Kebuli Jordan, Permata",jakarta,Cepat saji/Minuman/Timur Tengah,PAKET LOYANG BOSGIL,1 Potong Kambing 2 Pcs Ayam Nasi Dan Sambal,13,2395000.0,0.0,Ayam Bosgil Paha Perpotong,Loyang Mini Mix Bosgil
M080,2024-07-28,"Paket Beli 2 Lebih Murah Bosgil, Loyang Mini Kambing Bosgil, Loyang Sedang Kambing Bosgil, Paket Ayam Paha Bosgil, Paket Ayam Dada Bosgil, Paket Kambing Bosgil, Loyang Besar Ayam Bosgil, Loyang Mini Mix Bosgil, 1 Ekor Ayam Bosgil (4 Potong), Kambing Bosgil Perpotong, Sambos, Loyang Sedang Ayam Bosgil, Ayaam Bosgil Dada Perpotong, Loyang Mini Ayam Bosgil, Loyang Mini Kambing Bosgil, Loyang Sedang Kambing Bosgil, Nasi Polos Bosgil, Air Mineral, Fanta, Paket Kambing Bosgil, Sambos Perporsi, Seprite, Fanta, Teh Tarik Bosgil, Paket Ayam Paha Bosgil, Loyang Mini Ayam Bosgil, Sambos, Es Teh Bos, Loyang Besar Kambing Bosgil, Sambos Perporsi, Loyang Besar Ayam Bosgil, Nasi Polos Bosgil, Teh Tarik Bosgil, Coca Cola, Loyang Sedang Mix Bosgil, Paket Ayam Dada Bosgil, 1 Ekor Ayam Bosgil (4 Potong), Air Mineral, Ayaam Bosgil Dada Perpotong",3767000.0,0.0,0,"Kebuli Jordan, Permata",jakarta,Cepat saji/Minuman/Timur Tengah,PAKET BOSGIL,2 Nasi 2 Ayam Sambal,39,3767000.0,0.0,Ayaam Bosgil Dada Perpotong,Coca Cola
M081,2024-07-21,"Strawberry Candy, Velvet Nut, Croissant Honey Garlic",73200.0,0.0,0,Kedai Coger Senayan,jakarta,Minuman/Kopi,Signature,Syrup + Topping + Susu,3,73200.0,0.0,Strawberry Candy,Strawberry Candy
M081,2024-07-28,"Bon Crema, Lemon Tea, Pine Coy, Vanilla Latte, Bon Bon, Vanilla Latte 1L, Agus Kerung, Affogato, Taro Kiss, Cappucino, Cookies And Cream, Spaghetti Brulee, Brazilian Ice, Matcha Latte, Aren Latte, Choco Melo, Hazelnut Latte 1L, Croissant Almond, Crespo, Le Mango, Latte Hot, Aren Latte 1L, Bon Crema, Croissant Nutella, Siomay Sultan, Ojeg Malam, Sweet And Salt, Swekiau Sultan, Choco Nana, Sweet Ice Tea, Hazelnut Latte, Croissant Chocomaltine, Croissant Smoke Beef",1052400.0,0.0,0,Kedai Coger Senayan,jakarta,Minuman/Kopi,Signature,Espresso Lampung + Creamer + Susu,33,1052400.0,0.0,Bon Crema,Lemon Tea
M082,2024-07-28,"Ayam Penyet KESAN, Thai Tea Milk, Thai Green Tea, Kentang Goreng, Kopi Kesan, Sosis Bakar Jumbo, Roti Bakar, Seblak",97500.0,0.0,0,Kedai Santai,jakarta,Minuman/Jajanan/Kopi,Makanan,Nasi+Ayam+Tempe+Sambal+Lalaban,8,97500.0,0.0,Ayam Penyet KESAN,Ayam Penyet KESAN
M083,2024-07-21,"ChocoTown Cha Cha Cha, Miracle of Chocolate no.7",105000.0,0.0,0,"Keikpop, Ciledug",jakarta,Sweets/Roti,"NEW, MUST TRY !",Berikan cake cokelat dengan caramel bites ini buat teman kamu yang baiknya kayak Hong Du Sik alias selalu siap buat menolong!,2,105000.0,0.0,ChocoTown Cha Cha Cha,ChocoTown Cha Cha Cha
M083,2024-07-28,"Paket Mukbang, Lovesick Strawberry, it'zrikaya, Icakewon Class, Cheese Over Choco, Frestea Jasmine 350ml, Paket Saranghaeyo.., It's O-Cake to Not Be Okay, Cake Landing on You, Coca Cola Can 330ml, Twincenzo, Mini Candle, Paket SNSD (Semua seNang Semua Doyan), How You Like Cake, My Cheese from the Star, Chicken Mamba, Ades Mineral Water 600ml, Split Cake, Greeting Card, Cheesecake in The Trap, The Uncanny Bulgogi",965200.0,0.0,0,"Keikpop, Ciledug",jakarta,Sweets/Roti,Paket Daebak,2 Fluffy Bread dan 2 Beverages,21,965200.0,0.0,Paket Mukbang,Paket Mukbang
M084,2024-07-21,"Greeting Card, it'zrikaya, Frestea Jasmine 350ml",51500.0,0.0,0,"Keikpop, Ciputat",jakarta,Sweets/Roti,Party Supply,Kartu ucapan buat someone special kamu,3,51500.0,0.0,Greeting Card,Greeting Card
M084,2024-07-28,"How You Like Cake, Miracle of Chocolate no.7, ChocoTown Cha Cha Cha, Paket Mukbang, Icakewon Class, My Cheese from the Star, Cheese Over Choco, Ades Mineral Water 600ml, Paket SNSD (Semua seNang Semua Doyan), Mini Candle, Cake Landing on You, Split Cake, Twincenzo, Paket Saranghaeyo.., Cheesecake in The Trap, Lovesick Strawberry, It's O-Cake to Not Be Okay, Coca Cola Can 330ml",962700.0,0.0,0,"Keikpop, Ciputat",jakarta,Sweets/Roti,Cheesecake,"Mousse Cheesecake Nutella, Enggak mungkin banget kamu menolak kelembutan cheesecake yang disatukan dengan nikmatnya Nutella. Di suapan pertamanya bikin kamu bara bing bara bong bong! (20x10)",18,962700.0,0.0,How You Like Cake,How You Like Cake
M085,2024-07-21,"Greeting Card, It's O-Cake to Not Be Okay, Coca Cola Can 330ml",76500.0,0.0,0,"Keikpop, Harapan Indah",jakarta,Sweets/Roti,Party Supply,Kartu ucapan buat someone special kamu,3,76500.0,0.0,Greeting Card,Greeting Card
M085,2024-07-28,"Twincenzo, Paket Mukbang, Cake Landing on You, Lovesick Strawberry, it'zrikaya, Mini Candle, Cheesecake in The Trap, Split Cake, ChocoTown Cha Cha Cha, Paket SNSD (Semua seNang Semua Doyan), Paket Saranghaeyo.., How You Like Cake, My Cheese from the Star, Icakewon Class, Miracle of Chocolate no.7, Cheese Over Choco, Ades Mineral Water 600ml, Frestea Jasmine 350ml",937700.0,0.0,0,"Keikpop, Harapan Indah",jakarta,Sweets/Roti,"NEW, MUST TRY !","Cinnamon Strawberry Cheesecake dan Cappuccino Cheesecake Twincenzo, bikin yeorobun serasa bos mafia yang tinggal di Apartemen dengan harta yang melimpah",18,937700.0,0.0,Twincenzo,Twincenzo
M086,2024-07-21,"Mini Candle, Paket Saranghaeyo.., It's O-Cake to Not Be Okay, My Cheese from the Star, Lovesick Strawberry, Cheese Over Choco, Cake Landing on You, it'zrikaya, Miracle of Chocolate no.7, Split Cake, Mini Candle, Icakewon Class, How You Like Cake, My Cheese from the Star, Frestea Jasmine 350ml",653900.0,0.0,0,"Keikpop, Kebon Jeruk",jakarta,Sweets/Roti,Party Supply,Annyeong  tambahan lilin buat Cake special kamu ya..,15,653900.0,0.0,Mini Candle,Paket Saranghaeyo..
M086,2024-07-28,"Paket SNSD (Semua seNang Semua Doyan), Paket SNSD (Semua seNang Semua Doyan), Cake Landing on You, Paket Mukbang, Icakewon Class, Split Cake, ChocoTown Cha Cha Cha, Greeting Card, Lovesick Strawberry, Twincenzo, Cheesecake in The Trap, It's O-Cake to Not Be Okay, How You Like Cake, Paket Mukbang, Ades Mineral Water 600ml, Frestea Jasmine 350ml, Greeting Card, it'zrikaya, Miracle of Chocolate no.7, Coca Cola Can 330ml, Twincenzo, Cheesecake in The Trap, Cheese Over Choco, Ades Mineral Water 600ml, Coca Cola Can 330ml, ChocoTown Cha Cha Cha, Paket Saranghaeyo..",1374500.0,0.0,0,"Keikpop, Kebon Jeruk",jakarta,Sweets/Roti,Paket Daebak,1 Cheesecake dan 1 Fluffy Bread,27,1374500.0,0.0,Paket SNSD (Semua seNang Semua Doyan),Lovesick Strawberry
M087,2024-07-21,"Paket SNSD (Semua seNang Semua Doyan), Lovesick Strawberry, Coca Cola Can 330ml",146500.0,0.0,0,"Keikpop, Mangga Besar",jakarta,Sweets/Roti,Paket Daebak,1 Cheesecake dan 1 Fluffy Bread,3,146500.0,0.0,Paket SNSD (Semua seNang Semua Doyan),Paket SNSD (Semua seNang Semua Doyan)
M087,2024-07-28,"Paket Saranghaeyo.., Miracle of Chocolate no.7, ChocoTown Cha Cha Cha, Twincenzo, Mini Candle, How You Like Cake, it'zrikaya, Ades Mineral Water 600ml, It's O-Cake to Not Be Okay, Icakewon Class, Cake Landing on You, Frestea Jasmine 350ml, Split Cake, Greeting Card, Paket Mukbang, Cheesecake in The Trap, My Cheese from the Star, Cheese Over Choco",867700.0,0.0,0,"Keikpop, Mangga Besar",jakarta,Sweets/Roti,Paket Daebak,2 Fluffy Bread,18,867700.0,0.0,Paket Saranghaeyo..,Paket Saranghaeyo..
M088,2024-07-21,"Mini Candle, Greeting Card, Cheese Over Choco, Coca Cola Can 330ml",52700.0,0.0,0,"Keikpop, Pajajaran Bogor",jakarta,Roti/Sweets,Party Supply,Annyeong  tambahan lilin buat Cake special kamu ya..,4,52700.0,0.0,Mini Candle,Mini Candle
M088,2024-07-28,"Frestea Jasmine 350ml, ChocoTown Cha Cha Cha, Twincenzo, It's O-Cake to Not Be Okay, Paket Saranghaeyo.., Lovesick Strawberry, Miracle of Chocolate no.7, Paket SNSD (Semua seNang Semua Doyan), Icakewon Class, Cheesecake in The Trap, How You Like Cake, it'zrikaya, My Cheese from the Star, Ades Mineral Water 600ml, Split Cake, Paket Mukbang, Cake Landing on You",961500.0,0.0,0,"Keikpop, Pajajaran Bogor",jakarta,Roti/Sweets,RTD,Frestea Jasmine 350ml,17,961500.0,0.0,Frestea Jasmine 350ml,Frestea Jasmine 350ml
M089,2024-07-21,"Split Cake, Greeting Card, It's O-Cake to Not Be Okay, Paket Mukbang, Lovesick Strawberry, it'zrikaya",305000.0,0.0,0,"Keikpop, Radio Dalam",jakarta,Sweets/Roti,"NEW, MUST TRY !","Lezatnya Chocolate Cake dengan Oreo Cheese Mousse & Vanilla Cake dengan Strawberry Mousse bikin yeorobun berasa dapet hadiah 45,6 miliar₩. Ngebayangin nggak tuh setebal apa uangnya?",6,305000.0,0.0,Split Cake,Split Cake
M089,2024-07-28,"Cheesecake in The Trap, Ades Mineral Water 600ml, ChocoTown Cha Cha Cha, Paket Saranghaeyo.., Cheese Over Choco, Frestea Jasmine 350ml, Mini Candle, My Cheese from the Star, Paket SNSD (Semua seNang Semua Doyan), Twincenzo, Icakewon Class, Cake Landing on You, How You Like Cake, Miracle of Chocolate no.7, Coca Cola Can 330ml",709200.0,0.0,0,"Keikpop, Radio Dalam",jakarta,Sweets/Roti,Cheesecake,"Mousse Cheesecake Skippy Peanut Butter, Bantu Hong Seol mengubah hidupnya lebih beruntung yuk! Cukup jajan Cheesecake in the Trap yang spesial, dicampur dengan selai kacang setidaknya bikin hidup Hong Seol lebih manis. (20x10cm)",15,709200.0,0.0,Cheesecake in The Trap,Cheesecake in The Trap
M090,2024-07-21,"Nasi Goreng Ayam Kecap, Nasi Goreng Ikan Asin, Nasi Putih, Extra Pete, Badak, Aqua Botol 600ml, Nasi Goreng Ayam Asap, Nasi Goreng Ayam + Pete, Nasi Kembang Bawang, Oseng Ayam Asap, Oseng Cumi Asin Kecombrang + Pete",386250.0,0.0,0,Kembang Bawang PIK,jakarta,Minuman/Aneka nasi,Makanan,Notes: Normal / Sedang / Pedas / Extra Pedas,11,386250.0,0.0,Nasi Goreng Ayam Kecap,Nasi Goreng Ayam Kecap
M090,2024-07-28,"Nasi Goreng Ayam, Nasi Goreng Ayam Kecap + Pete, Nasi Goreng Ayam Sambal Hijau, Oseng Ayam Asap Sambal Matah + Pete, Nasi Goreng Cakalang Asap, Nasi Goreng Ayam + Kecombrang Pete, Nasi Goreng Ayam Asap + Kecombrang Pete, Nasi Goreng Ikan Asin + Kecombrang Pete, Oseng Ayam Asap + Kecombrang Pete, Oseng Ayam Asap Sambal Hijau + Pete, Extra Telur, Es Teh Manis, Oseng Ayam Asap + Kecombrang, Oseng Ayam Asap Sambal Cabak, Oseng Cumi Asin Kecombrang, Extra Kecombrang, Extra Ayam Asap, Nasi Goreng Ayam Asap + Kecombrang, Nasi Goreng Ikan Asin + Kecombrang, Mie Goreng Kembang Bawang, Teh Chrysantemum, Nasi Goreng Cakalang Asap + Kecombrang, Nasi Goreng Cakalang Asap + Kecombrang Pete, Nasi Goreng Ayam + Kecombrang, Es Teh Tawar, Es Selasih Cincau, Liang Teh Lo Han Kuo, Oseng Ayam Asap Sambal Hijau, Oseng Ayam Asap Sambal Matah",1227750.0,155000.0,3,Kembang Bawang PIK,jakarta,Minuman/Aneka nasi,Makanan,Notes: Normal / Sedang / Pedas / Extra Pedas,29,1072750.0,0.12624720016289961,Nasi Goreng Ayam,Nasi Goreng Ayam
M091,2024-07-21,"Eggroll (Ayam Roll Nugget), Kombinasi (Ayam + Shrimp Roll + Eggroll)",38000.0,0.0,0,Kemek Nyok,jakarta,Barat/Jajanan/Ayam & bebek,Menu Utama,Nasi + Eggroll + Kentang + Variant Sauce + Variant Sambel,2,38000.0,0.0,Eggroll (Ayam Roll Nugget),Eggroll (Ayam Roll Nugget)
M091,2024-07-28,"Spicy Ayam Bento, Shrimp Roll Bento (Udang)",38000.0,0.0,0,Kemek Nyok,jakarta,Barat/Jajanan/Ayam & bebek,Menu Utama,Nasi + Ayam + Kentang + Variant Sauce + Variant Sambel,2,38000.0,0.0,Spicy Ayam Bento,Spicy Ayam Bento
M092,2024-07-21,"Pink Lady, Insomniac, Es Kopi Seram, Americano, Mochacino Latte, Chocolate Kenduri, Lemon Tea, Buy 3 Get 1 Free, Latte, Hazelnut Latte, Black Devil, Tea Quila Sunrise",276000.0,0.0,0,"Kenduricoffee, Patal Senayan",jakarta,Kopi/Jajanan,Signature,Salah Satu Minuman Favorite Yg Disajikan Dengan Espresso Dan Redvelvet,12,276000.0,0.0,Pink Lady,Pink Lady
M092,2024-07-28,"Matcha, Redvelvet, Lychee Pink, Baby Cino, V60, Vanilla Latte, Tea, Es Kopi Sendu 1 Liter, Caramel Latte, Strawberry Latte Magic, Chocolate Hazelnut, Japanese, Smoothies Passion Fruit, Es Kopi Sendu, Ter Miss You Latte, Virgin Beach, Smoothies Manggo, Smoothies Rasberry Fruit, Cappucino, Lychee Tea, Chocolate Caramel, Vietnam Drip",516000.0,0.0,0,"Kenduricoffee, Patal Senayan",jakarta,Kopi/Jajanan,Selain Kopi,Minuman Favorite Yg Disajikan Dengan Matcha Dan Fresh Milk,22,516000.0,0.0,Matcha,Matcha
M093,2024-07-21,"Super Besar 5, Fun Fries Seasoning, Sprite, Burger Combo, Super Besar 4, Cream Soup, Original Poriridge, Spaghetti Supreme, Rice, Cream Puff 1Pc, Crispy Strips, Mocha Float, Pudding, Coca Cola, Chaki Kids Meal A Coloring Kit, Hot Chocolate",327000.0,0.0,0,"KFC, Bintaro 9",jakarta,Cepat saji,Combo,1 pc Chicken + 1 Rice + 1 Cream Soup + 1 Mocha Float,16,327000.0,0.0,Super Besar 5,Super Besar 5
M093,2024-07-28,"KFC Red Hot Bento, Super Besar 3, Snack Bucket 2, Spaghetti Deluxe, Original Chicken, Wing Original, Pom Pom, Twisty, Fish Fillet, Oriental Bento, Fanta, Double Choco Donut, 1/2dz Donut, Cappucino, Cafe Latte, Very Berry Float, Combo Chicken Porridge, Perkedel, 9Pcs, Chicken Skin, Hot English Breakfast, Hazelnut Coffee, Iced Latte, Super Besar 1, Cream Puff 2Pc, French Fries Large, Chaki Kids Meal B Coloring Kit, Cookie Crmb Donut, Ice Blended Cappucino, Ice Blended Chocolate, Pukis 3Pc, Hot & Cheesy Chicken, Golden Combo 1, Golden Combo 2, Yubari Float, Super Besar 7, Krispy Burger, Krunchy Burger, French Fries Regular, Ichi Ocha, Choco Nut Donut, Americano, Super Besar 8, Winger Bucket*, Colonel Yakiniku Rice, Chicken Strips Seasoning, Winger Seasoning, KFC Soup, Chicken Porridge, Colonel Burger, Ovaltine 125 ML, Mango Float, Kombo Super Star Ber 2, Es Kopi Susu, Ice Lemon Tea, Pukis 2Pc, Super Besar 6, Super Besar 2, Snack Bucket 1, Tote Bag KFC, Crispy Chicken, Combo Original Porridge, Chokocha Float, Kombo Super Star Ber 3, Cheese Donut, Pukis 5Pc",2116500.0,0.0,0,"KFC, Bintaro 9",jakarta,Cepat saji,New Product,KFC Red Hot Bento,66,2116500.0,0.0,KFC Red Hot Bento,KFC Red Hot Bento
M094,2024-07-21,"Super Besar 4, Combo Chicken Porridge, Spaghetti Deluxe, Pom Pom, Chokocha Float, Chaki Kids Meal A Coloring Kit, Choco Nut Donut, Americano, Pukis 3Pc, Pukis 2Pc, Super Besar 7, Winger Seasoning, Snack Bucket 2, Chicken Strips Seasoning, Crispy Chicken, Spaghetti Supreme, Rice, Ichi Ocha, Chaki Kids Meal B Coloring Kit, Ice Blended Cappucino",500500.0,0.0,0,"KFC, Ciputat Gaplek",jakarta,Cepat saji,Combo,1 Krunchy Burger + Half Winger + 1 French Fries reg + 1 Coca-Cola reg,20,500500.0,0.0,Super Besar 4,Super Besar 4
M094,2024-07-28,"Super Besar 5, Super Besar 3, Perkedel, Krispy Burger, Cream Puff 1Pc, Oriental Bento, Mango Float, Pudding, Coca Cola, Sprite, Kombo Super Star Ber 3, Cookie Crmb Donut, Hot English Breakfast, Hot & Cheesy Chicken, Yubari Float, Colonel Yakiniku Rice, Krunchy Burger, Combo Original Porridge, Fanta, Kombo Super Star Ber 2, Double Choco Donut, Hot Chocolate, Hazelnut Coffee, Iced Latte, Ice Lemon Tea, Golden Combo 1, KFC Red Hot Bento, Winger Bucket*, Tote Bag KFC, Wing Original, French Fries Regular, Ovaltine 125 ML, 1/2dz Donut, Krusher Double Chocolate, Golden Combo 2, Super Besar 6, Original Chicken, Cream Puff 2Pc, Fish Fillet, Ice Blended Chocolate, Super Besar 1, Snack Bucket 1, KFC Soup, 9Pcs, Chicken Skin, Mocha Float, Cheese Donut, Cappucino, Krusher Cookies N Cream, Very Berry Float, Burger Combo, Super Besar 8, Super Besar 2, Fun Fries Seasoning, Cream Soup, Twisty, French Fries Large, Crispy Strips, Colonel Burger, Cafe Latte, Es Kopi Susu, Pukis 5Pc",1946500.0,0.0,0,"KFC, Ciputat Gaplek",jakarta,Cepat saji,Combo,1 pc Chicken + 1 Rice + 1 Cream Soup + 1 Mocha Float,62,1946500.0,0.0,Super Besar 5,Super Besar 5
M095,2024-07-21,"Winger Seasoning, Perkedel, 9Pcs, Colonel Burger, Chaki Kids Meal A Coloring Kit, Americano, Pukis 3Pc, Super Besar 6, Tote Bag KFC, Cream Puff 2Pc, Ichi Ocha, Ovaltine 125 ML, Coca Cola, Kombo Super Star Ber 3, Hot English Breakfast",567500.0,0.0,0,"KFC, Kemang Timur",jakarta,Cepat saji,Alacarte,Winger Seasoning,15,567500.0,0.0,Winger Seasoning,Winger Seasoning
M095,2024-07-28,"Hot & Cheesy Chicken, Very Berry Float, Burger Combo, Colonel Yakiniku Rice, Pom Pom, Fanta, Hot Chocolate, Krusher Cookies N Cream, Ice Blended Chocolate, Pukis 2Pc, KFC Red Hot Bento, Fun Fries Seasoning, Cream Soup, Krunchy Burger, Twisty, French Fries Large, Combo Original Porridge, Chokocha Float, Pudding, Cookie Crmb Donut, 1/2dz Donut, Super Besar 8, Super Besar 4, KFC Soup, Original Chicken, Wing Original, Rice, Chicken Skin, Ice Lemon Tea, Golden Combo 1, Super Besar 5, Super Besar 1, Spaghetti Supreme, Krispy Burger, French Fries Regular, Crispy Strips, Mango Float, Double Choco Donut, Krusher Double Chocolate, Iced Latte, Golden Combo 2, Super Besar 2, Crispy Chicken, Cream Puff 1Pc, Oriental Bento, Mocha Float, Chaki Kids Meal B Coloring Kit, Cappucino, Cafe Latte, Hazelnut Coffee, Ice Blended Cappucino, Yubari Float, Super Besar 7, Super Besar 3, Combo Chicken Porridge, Winger Bucket*, Snack Bucket 1, Snack Bucket 2, Chicken Strips Seasoning, Spaghetti Deluxe, Fish Fillet, Sprite, Kombo Super Star Ber 2, Choco Nut Donut, Cheese Donut, Es Kopi Susu, Pukis 5Pc",1879500.0,0.0,0,"KFC, Kemang Timur",jakarta,Cepat saji,Hot Deals,Hot & Cheesy Chicken,67,1879500.0,0.0,Hot & Cheesy Chicken,Hot & Cheesy Chicken
M096,2024-07-21,"Golden Combo 2, Yubari Float, Fun Fries Seasoning, Snack Bucket 2, French Fries Large, French Fries Regular, Cappucino Nescafe, Black Coffee Nescafe, Chokocha Float, Pudding, Chaki Kids Meal B Coloring Kit, Chaki Kids Meal A Coloring Kit, Golden Combo 1, Burger Combo, Super Besar 4, Winger Bucket*, Chicken Strips Seasoning, Cream Soup, Spaghetti Supreme, Wing Original, 9Pcs, Chicken Skin",788500.0,0.0,0,"KFC, Lokasari Plaza",jakarta,Cepat saji,Hot Deals,2 pcs Hot & Cheesy Chicken + 1 Rice + 1 Coca-Cola med.,22,788500.0,0.0,Golden Combo 2,Golden Combo 2
M096,2024-07-28,"Super Besar 7, Tote Bag KFC, Original Chicken, Oriental Bento, Colonel Burger, Cafe Latte Nescafe, Hot & Cheesy Chicken, Combo Chicken Porridge, Super Besar 1, Super Besar 2, Winger Seasoning, KFC Soup, Colonel Yakiniku Rice, Rice, Krunchy Burger, Mocha Float, Ichi Ocha, Coca Cola, Kombo Super Star Ber 2, Very Berry Float, Super Besar 8, Super Besar 3, Snack Bucket 1, Perkedel, Combo Original Porridge, Fish Fillet, Kombo Super Star Ber 3, 1pcs Creampuff Coffee Nescafe, Super Besar 6, Crispy Chicken, Pom Pom, Krispy Burger, Twisty, Mango Float, Sprite, KFC Red Hot Bento, Super Besar 5, Spaghetti Deluxe, Cream Puff 1Pc, Cream Puff 2Pc, Crispy Strips, Ovaltine 125 ML, Fanta",1330000.0,0.0,0,"KFC, Lokasari Plaza",jakarta,Cepat saji,Combo,1 pc Chicken + 1 Rice + 1 Krispy Burger + 1 Mocha Float,43,1330000.0,0.0,Super Besar 7,Super Besar 7
M097,2024-07-21,"Super Besar 1, Snack Bucket 1, Fun Fries Seasoning, Original Chicken, Pom Pom, Fish Fillet, Ichi Ocha, Chokocha Float, Mango Float, Kombo Super Star Ber 3, Ice Blended Cappucino, Ice Blended Chocolate, Super Besar 4, Combo Original Porridge, Kombo Super Star Ber 2, Cookie Crmb Donut, Cappucino, Cafe Latte, Hot Chocolate",663000.0,0.0,0,"KFC, Tugu Puncak",jakarta,Cepat saji,Combo,1 pc Chicken + 1 Rice + 1 cup Coca-Cola,19,663000.0,0.0,Super Besar 1,Super Besar 1
M097,2024-07-28,"Golden Combo 2, Super Besar 8, Super Besar 3, Tote Bag KFC, Krispy Burger, Sprite, Chaki Kids Meal B Coloring Kit, Double Choco Donut, Americano, Krusher Double Chocolate, Es Kopi Susu, Super Besar 6, Combo Chicken Porridge, Winger Bucket*, Wing Original, Twisty, Crispy Strips, Chicken Skin, Ovaltine 125 ML, Pudding, Ice Lemon Tea, Pukis 5Pc, Pukis 2Pc, Snack Bucket 2, Perkedel, Mocha Float, Coca Cola, Fanta, Hot English Breakfast, Krusher Cookies N Cream, Iced Latte, Pukis 3Pc, Hot & Cheesy Chicken, Golden Combo 1, Very Berry Float, KFC Red Hot Bento, Super Besar 2, Colonel Yakiniku Rice, Crispy Chicken, Cream Puff 1Pc, Choco Nut Donut, Yubari Float, Super Besar 5, Winger Seasoning, Spaghetti Supreme, Spaghetti Deluxe, Rice, 9Pcs, Cream Puff 2Pc, French Fries Large, Colonel Burger, Chaki Kids Meal A Coloring Kit, 1/2dz Donut, Hazelnut Coffee, Super Besar 7, Burger Combo, Chicken Strips Seasoning, KFC Soup, Cream Soup, Krunchy Burger, French Fries Regular, Oriental Bento, Cheese Donut",1784000.0,0.0,0,"KFC, Tugu Puncak",jakarta,Cepat saji,Hot Deals,2 pcs Hot & Cheesy Chicken + 1 Rice + 1 Coca-Cola med.,63,1784000.0,0.0,Golden Combo 2,Golden Combo 2
M098,2024-07-21,"Keju Slice, Polo Isi Coklat, Lapis Surabaya, Pisang Coklat Cup, Coffe Bun. /Coklat, Isi Vanila, Abon Pedas, Pizza Oval, Isi Kelapa, Tempel Coklat Black Forest, Srikaya, Tabur Abon, Polo Isi Coklat, Brownis Kukus, Brownis Bakar, Banan Cake, Roti Sobek",356400.0,0.0,0,Khasanah Sari Citayam,jakarta,Roti/Jajanan,Roti Manis,Keju Slice,17,356400.0,0.0,Polo Isi Coklat,Keju Slice
M098,2024-07-28,"Siram Cream / Siram Coklat, Tabur Abon, Roti, Mayokesi, Boneka, Brownis Kukus, Banan Cake, Bolu Ketan Hitam, Roti Tawar, Cake 24x24, Keju Coklat, Edible 18x18, Srikaya, Pisang Coklat Cup, Coffe Bun. /Coklat, Cake 24x24, Aksesoris 18x18, Brownis Spesial, Bolu Talas, Roti Sobek, Siram Cream / Siram Coklat, Aksesoris 18x18, Keju Slice, Sosis Abon Keju, Boneka, Bolu Ketan Hitam, Tempel Coklat Black Forest, Brownis Bakar, Bolu Susu, Edible 18x18, Animasi Cartoon 18 X18, Durian, Abon Pedas, Pizza Oval, Isi Kelapa, Roti Manis, Sosis Keju, Lapis Surabaya, Bolu Talas, Roti Manis, Tiramisu Keju, Bolu Susu, Roti Tawar, Cake Karakter  24, Animasi Cartoon 18 X18, Durian, Keju Coklat, Sosis Keju, Sosis Abon Keju, Isi Vanila, Cake Karakter  24, Roti, Mayokesi, Tiramisu Keju, Brownis Spesial",2761120.0,0.0,0,Khasanah Sari Citayam,jakarta,Roti/Jajanan,Cake,Cake 15 X 15,55,2761120.0,0.0,Siram Cream / Siram Coklat,Abon Pedas
M099,2024-07-21,"Kibo Mini Lotus, Kibo Large Matcha Molten, Hatchi Box Matcha Ichigo, Cupid Gift Set (4 Pcs Kibo Mini), Gift Package 1 ( 1 Kibo Mini + Pita + Kartu Ucapan ), Gift package 5 ( 1 hatchi box + pita + kartu ucapan ), Cheese Omelette Sharing Package (5 pcs all variant), Kibo Mini Double Choco Berry, Kibo Mini Ovomaltine, Matcha Cheese Omelette, Choco Cheese Omelette, Double Prospeity Gift Set (8 Pc Kibo Mini)",1144600.0,0.0,0,"Kibo Cheese, Cibubur",jakarta,Sweets,Kibo Mini Molten,4 Pcs Kibo Mini. Silahkan Tulis Ucapan Di Notes,12,1144600.0,0.0,Kibo Mini Lotus,Kibo Mini Lotus
